asset_id,asset_type,substation_region,grid_failure_flag,predicted_failure_prob,expected_impact,risk_score
130048,Substation,East,0,0.08,1220263.6395999999,97621.091168
130049,Substation,North,0,0.01,1224325.3187,12243.253187
130050,Switchgear,Central,1,0.95,450090.6236,427586.09242
130051,Substation,West,1,0.94,297691.1558,279829.686452
130052,Switchgear,Central,1,0.84,1143831.2299,960818.2331159998
130053,Circuit Breaker,South,0,0.74,1109215.3006,820819.3224439999
130054,Switchgear,North,0,0.03,431884.93424,12956.548027199999
130055,Switchgear,South,1,0.94,544810.3399,512121.719506
130056,Circuit Breaker,North,0,0.115,1137308.923,130790.526145
130057,Circuit Breaker,South,1,0.97,902547.4045,875470.982365
130058,Transformer,West,1,0.925,818468.4306999999,757083.2983975
130059,Substation,Central,0,0.09,488761.18895599997,43988.507006039996
130060,Circuit Breaker,West,0,0.305,660755.9604,201530.567922
130061,Transformer,South,0,0.02,1291202.0175,25824.040350000003
130062,Substation,East,0,0.055,165394.5668,9096.701174
130063,Transformer,South,0,0.09,806849.42633,72616.4483697
130064,Transmission Line,North,0,0.03,969567.6414,29087.029241999997
130065,Circuit Breaker,Central,1,0.84,544017.455,456974.66219999996
130066,Switchgear,West,1,0.825,862530.1070000001,711587.338275
130067,Substation,East,1,0.87,977241.5547,850200.152589
130068,transformer,Central,0,0.07,1086884.3408,76081.903856
130069,Substation,South,1,0.965,590590.0652000001,569919.412918
130070,Switchgear,West,0,0.21,1258031.4483,264186.604143
130071,Substation,North,1,0.99,244312.52145,241869.3962355
130072,Transmission Line,East,0,0.005,834475.7803,4172.3789015
130073,Substation,East,0,0.01,609409.7564,6094.097564
130074,Transmission Line,West,1,0.915,324693.1807,297094.26034050004
130075,Circuit Breaker,West,0,0.025,353642.2808935,8841.057022337502
130076,Transformer,South,1,0.5,306163.0356,153081.5178
130077,transformer,East,0,0.16,1322912.2884,211665.966144
130078,Substation,East,1,0.835,709224.4292,592202.398382
130079,Transmission Line,Central,1,0.98,261791.94214,256556.1032972
130080,Transformer,West,1,0.94,877274.2069999999,824637.75458
130081,Substation,North,1,0.995,274295.0641,272923.58877950005
130082,Transmission Line,East,0,0.065,1302715.2968000001,84676.49429200002
130083,Circuit Breaker,East,0,0.04,591028.074,23641.12296
130084,Substation,East,1,0.955,1019890.9273000001,973995.8355715
130085,Transmission Line,East,1,0.915,676926.9626,619388.170779
130086,Transmission Line,West,1,0.98,1160626.8588999999,1137414.321722
130087,Circuit Breaker,South,0,0.095,280684.36360000004,26665.014542000004
130088,Switchgear,East,1,0.665,1224695.4677,814422.4860205
130089,Circuit Breaker,Central,0,0.115,574746.8202,66095.88432299999
130090,Circuit Breaker,South,0,0.045,322946.80965,14532.60643425
130091,Transformer,North,0,0.2,173882.93983999998,34776.587968
130092,Circuit Breaker,South,1,0.945,988154.4503,933805.9555335
130093,Circuit Breaker,Central,0,0.175,847174.98337,148255.62208975
130094,Transformer,South,1,0.835,822339.7106,686653.6583509999
130095,Transmission Line,West,1,0.985,926490.10517,912592.7535924499
130096,Substation,South,1,0.915,905151.8688,828213.9599520001
130097,Circuit Breaker,North,1,0.29,723356.0501000001,209773.25452900003
130098,Switchgear,West,0,0.005,848501.9897,4242.5099485
130099,Transformer,Central,1,0.94,546229.6825,513455.90154999995
130100,Transformer,East,1,0.76,848993.4666800001,645235.0346768
130101,Switchgear,Central,1,0.73,883657.9743,645070.321239
130102,Transformer,West,0,0.105,389455.35109,40892.81186445
130103,Substation,West,1,0.95,207517.42531999998,197141.55405399998
130104,Circuit Breaker,West,0,0.58,1206583.3255,699818.3287899999
130105,Transformer,South,0,0.57,1085204.776,618566.72232
130106,Circuit Breaker,West,1,0.71,50157470.3761,35611803.967031
130107,Transformer,West,1,0.785,667231.4483,523776.68691550003
130108,Circuit Breaker,South,1,0.72,1035960.7564999999,745891.7446799999
130109,Circuit Breaker,East,0,0.37,1026262.8564,379717.256868
130110,Switchgear,North,0,0.115,266271.78775,30621.255591250003
130111,Switchgear,Central,0,0.045,1417195.0163,63773.7757335
130112,Transmission Line,East,1,0.845,1003595.2097,848037.9521965
130113,Transformer,East,1,0.66,967428.2028999999,638502.613914
130114,Circuit Breaker,Central,0,0.39,459220.6213,179096.042307
130115,Transmission Line,East,0,0.175,825611.5129,144482.01475749997
130116,Circuit Breaker,East,0,0.14,392313.90787,54923.947101800004
130117,Transformer,Central,0,0.015,800842.9382,12012.644073
130118,Circuit Breaker,East,0,0.175,1038826.5301999999,181794.64278499997
130119,Switchgear,West,1,0.87,946787.4663,823705.0956809999
130120,Transmission Line,North,0,0.035,1163859.6098,40735.086343
130121,Transmission Line,West,0,0.39,950777.5035999999,370803.226404
130122,Switchgear,South,0,0.13,634008.3440299999,82421.0847239
130123,Transmission Line,Central,0,0.1,880483.8289000001,88048.38289000001
130124,Circuit Breaker,East,0,0.05,618584.6878,30929.234389999998
130125,Substation,Central,0,0.105,1007739.627,105812.66083499999
130126,Switchgear,South,0,0.11,796716.7698,87638.84467800001
130127,Transformer,South,1,0.84,190801.40003999998,160273.17603359997
130128,Circuit Breaker,Central,0,0.045,920287.2221900001,41412.92499855001
130129,Circuit Breaker,South,0,0.09,883789.2892,79541.036028
130130,Transmission Line,West,1,0.92,702670.09938,646456.4914296
130131,Circuit Breaker,Central,1,0.78,405201.56475,316057.22050500003
130132,Circuit Breaker,Central,0,0.02,396220.3426,7924.406852
130133,Circuit Breaker,South,1,0.9,479210.37507,431289.33756300004
130134,Transmission Line,North,0,0.1,810722.1444,81072.21444000001
130135,Circuit Breaker,East,1,0.525,1023351.7095,537259.6474875
130136,transformer,Central,1,0.83,1333250.293,1106597.74319
130137,Circuit Breaker,West,1,0.84,673059.3132,565369.823088
130138,transformer,Central,1,0.96,568147.76073,545421.8503007999
130139,Circuit Breaker,South,1,0.915,1154594.1300000001,1056453.62895
130140,Switchgear,North,0,0.135,565060.20863,76283.12816505
130141,Switchgear,South,1,0.785,614368.929306,482279.60950521
130142,Switchgear,South,1,0.87,535082.2935,465521.59534500004
130143,Transmission Line,Central,0,0.09,1189520.2284,107056.82055599999
130144,Substation,South,0,0.135,633019.9535000001,85457.69372250001
130145,Transmission Line,South,1,0.205,957098.7803,196205.2499615
130146,Substation,Central,1,0.82,1113201.5011,912825.230902
130147,Transmission Line,Central,0,0.01,521857.76660000003,5218.577666
130148,Transformer,Central,0,0.09,926028.6566,83342.579094
130149,Circuit Breaker,South,1,0.805,630532.0081,507578.2665205
130150,Switchgear,Central,0,0.055,1272034.1347,69961.8774085
130151,TRANSFORMER,West,0,0.035,678470.388,23746.463580000003
130152,Transformer,South,0,0.01,980461.4967,9804.614967
130153,Switchgear,North,1,0.72,507367.69915,365304.743388
130154,Transformer,Central,0,0.325,1451144.2409,471621.87829250004
130155,Substation,North,0,0.19,797274.0784,151482.074896
130156,Switchgear,South,1,0.95,470553.84258000006,447026.150451
130157,Transformer,West,0,0.21,1057294.6154,222031.86923399998
130158,Circuit Breaker,Central,0,0.22,582795.1440000001,128214.93168000002
130159,Transmission Line,West,0,0.005,893305.7931,4466.528965500001
130160,Circuit Breaker,Central,0,0.185,554243.9707000001,102535.13457950001
130161,Circuit Breaker,North,0,0.05,445099.529,22254.976450000002
130162,Substation,North,0,0.0,733446.8965,0.0
130163,Substation,Central,0,0.595,982334.0069,584488.7341055
130164,Substation,South,0,0.025,108408.88319,2710.22207975
130165,Circuit Breaker,North,0,0.01,292831.4193,2928.314193
130166,Transmission Line,East,0,0.67,1302297.7596,872539.498932
130167,transformer,Central,1,0.75,455079.4519,341309.588925
130168,Circuit Breaker,South,0,0.0,1114960.6313999998,0.0
130169,Substation,East,1,0.56,1182204.4065,662034.46764
130170,Switchgear,Central,0,0.2,680304.0895,136060.8179
130171,Switchgear,North,1,0.88,759844.2113999999,668662.906032
130172,Switchgear,East,0,0.205,981770.7729,201263.00844449998
130173,Transmission Line,Central,0,0.015,183462.45253,2751.93678795
130174,Switchgear,North,1,0.89,909121.788,809118.3913199999
130175,Transformer,Central,0,0.66,780985.65486,515450.5322076
130176,Circuit Breaker,South,0,0.21,494437.12934,103831.7971614
130177,Switchgear,West,0,0.0,626626.9494,0.0
130178,Circuit Breaker,South,0,0.07,998020.0169299999,69861.4011851
130179,Substation,East,1,0.895,474598.58359,424765.73231305
130180,Circuit Breaker,East,0,0.02,698866.3994,13977.327988000001
130181,Switchgear,East,1,0.785,564998.3835,443523.73104750004
130182,Transformer,North,0,0.0,852377.146,0.0
130183,Transmission Line,Central,0,0.19,1033132.2901999999,196295.13513799998
130184,Circuit Breaker,North,1,0.805,719027.0896,578816.807128
130185,Circuit Breaker,West,0,0.28,386590.63671,108245.37827880001
130186,Circuit Breaker,West,0,0.06,695715.06006,41742.9036036
130187,Circuit Breaker,Central,1,0.89,818803.845,728735.4220499999
130188,Transformer,North,1,1.0,574415.7448,574415.7448
130189,Transmission Line,North,0,0.06,373503.12237,22410.1873422
130190,Circuit Breaker,South,1,0.645,342210.77457999997,220725.9496041
130191,Substation,South,1,0.935,460806.82739999995,430854.383619
130192,Substation,Central,0,0.075,59179.44542999999,4438.458407249999
130193,Switchgear,West,0,0.015,736124.4578,11041.866866999999
130194,Substation,Central,0,0.075,313630.5958,23522.294685
130195,Circuit Breaker,Central,0,0.05,894190.5733,44709.528665000005
130196,Substation,East,1,0.91,605796.47891,551274.7958081
130197,Switchgear,North,1,0.345,689571.27693,237902.09054085
130198,Transmission Line,North,1,0.945,660210.0462,623898.4936589999
130199,Transmission Line,Central,0,0.295,1399797.6003999999,412940.2921179999
130200,Transmission Line,West,1,0.92,1120232.0516,1030613.487472
130201,Transmission Line,South,1,0.965,358080.70046,345547.8759439
130202,Switchgear,West,0,0.035,1041113.1259000001,36438.959406500006
130203,Circuit Breaker,North,0,0.13,1213436.0768,157746.689984
130204,Circuit Breaker,East,0,0.08,1089223.1408000002,87137.85126400001
130205,Substation,North,1,0.89,1195941.6541,1064388.072149
130206,Transformer,East,0,0.0,345116.55400999996,0.0
130207,Transmission Line,East,0,0.015,983203.929732,14748.05894598
130208,Transmission Line,Central,1,0.63,874608.1699,551003.147037
130209,Switchgear,East,0,0.02,377474.04269,7549.4808538
130210,Switchgear,West,1,0.945,1164962.7695,1100889.8171774999
130211,Substation,Central,0,0.135,50409600.5607,6805296.0756945005
130212,Transformer,South,0,0.075,1242049.0152,93153.67614
130213,Switchgear,West,0,0.04,1193988.2076,47759.52830400001
130214,Substation,Central,0,0.055,764488.3155,42046.8573525
130215,Transformer,South,1,0.995,142637.98545,141924.79552275
130216,transformer,East,0,0.0,583427.6381,0.0
130217,Switchgear,North,1,0.925,32115.069035,29706.438857375
130218,Circuit Breaker,North,0,0.06,1119581.7325,67174.90394999999
130219,Transformer,South,0,0.035,515795.8786,18052.855751000003
130220,Substation,Central,0,0.075,963335.3106,72250.14829499999
130221,Substation,South,1,0.575,913610.6244,525326.1090299999
130222,Switchgear,East,0,0.12,430026.58417999995,51603.19010159999
130223,Substation,North,0,0.035,1091954.1159,38218.39405650001
130224,Transformer,North,1,0.765,207704.94131999998,158894.2801098
130225,Transformer,East,0,0.03,1075770.8564,32273.125691999998
130226,Transformer,East,0,0.015,924370.9904,13865.564855999999
130227,Switchgear,Central,0,0.29,1331245.2784000002,386061.130736
130228,Switchgear,South,0,0.095,1460979.5776,138793.05987199998
130229,Switchgear,Central,1,0.915,610845.2838999999,558923.4347684999
130230,Circuit Breaker,South,1,0.765,489857.1407,374740.7126355
130231,Circuit Breaker,North,1,0.895,491744.84106,440111.63274870004
130232,Substation,South,1,0.68,1045023.5882,710616.0399760001
130233,Circuit Breaker,Central,0,0.065,1315214.4046999998,85488.9363055
130234,Circuit Breaker,North,0,0.095,800773.7955,76073.5105725
130235,Circuit Breaker,North,0,0.025,739667.2268000001,18491.68067
130236,Substation,West,0,0.075,411375.67480000004,30853.175610000002
130237,Switchgear,North,1,0.925,573509.1817,530495.9930725
130238,Switchgear,South,1,0.875,1032049.4493900001,903043.2682162501
130239,Substation,Central,0,0.135,930097.2197,125563.12465950001
130240,Transformer,South,0,0.125,1145279.5348,143159.94185
130241,Substation,South,1,0.875,852881.3788999999,746271.2065374999
130242,Substation,South,0,0.06,98292.705785,5897.5623471
130243,Circuit Breaker,East,0,0.07,1148304.3115,80381.30180500001
130244,Switchgear,North,1,0.91,484847.7515,441211.45386500005
130245,Substation,Central,1,0.865,478481.35337,413886.37066505
130246,Transformer,North,0,0.01,1161469.847,11614.698470000001
130247,Transformer,North,0,0.075,491178.2051,36838.3653825
130248,Substation,East,0,0.0,988120.88062,0.0
130249,Substation,South,0,0.015,554712.4484,8320.686726
130250,Transmission Line,North,1,0.98,1179473.4562,1155883.9870759998
130251,Substation,West,0,0.145,1017235.487,147499.145615
130252,Transformer,West,1,0.875,898675.779831,786341.3073521251
130253,Switchgear,West,0,0.095,262000.41428,24890.0393566
130254,Switchgear,Central,1,0.93,314678.20041,292650.7263813
130255,Substation,East,1,0.845,1049689.7422,886987.832159
130256,Switchgear,Central,1,0.95,629218.5793100001,597757.6503445001
130257,Transformer,West,1,0.835,1415731.3374,1182135.666729
130258,Switchgear,West,0,0.04,991349.9506,39653.998024
130259,Transmission Line,South,1,0.865,636384.3766000001,550472.4857590001
130260,Transmission Line,Central,0,0.165,824812.6629,136094.0893785
130261,Transmission Line,Central,0,0.04,519705.39798,20788.2159192
130262,Circuit Breaker,North,0,0.085,1056459.28158,89799.0389343
130263,Switchgear,Central,0,0.01,946877.4128,9468.774128000001
130264,Switchgear,East,0,0.155,860358.5623999999,133355.577172
130265,Transmission Line,Central,0,0.05,435170.78488,21758.539244
130266,Switchgear,West,0,0.11,734344.3030000001,80777.87333
130267,Circuit Breaker,Central,0,0.025,197776.10489,4944.40262225
130268,Transformer,West,0,0.06,955510.035,57330.6021
130269,Circuit Breaker,Central,0,0.015,552383.3789,8285.7506835
130270,Circuit Breaker,West,0,0.235,284751.38095,66916.57452325
130271,Substation,East,1,0.915,807892.08509,739221.2578573499
130272,Transformer,East,1,0.94,1134025.1381,1065983.629814
130273,Transmission Line,North,0,0.06,238353.45466000002,14301.207279600001
130274,Transformer,North,0,0.11,669731.9169000001,73670.510859
130275,Transformer,East,0,0.03,878822.3889,26364.671667
130276,Transmission Line,South,1,0.945,961950.3732,909043.102674
130277,Circuit Breaker,North,0,0.14,169613.223268,23745.851257520004
130278,Switchgear,North,0,0.005,863817.7095,4319.0885475000005
130279,Transformer,East,1,0.89,657765.1976,585411.025864
130280,Switchgear,North,0,0.185,1074464.1818,198775.87363299998
130281,Switchgear,South,0,0.105,408468.7786,42889.221753
130282,Transformer,South,1,0.935,553508.88694,517530.80928890005
130283,Substation,Central,1,0.905,215748.87277000002,195252.72985685003
130284,Switchgear,West,1,0.91,252717.6545,229973.06559500002
130285,Substation,South,0,0.21,266317.9911,55926.77813099999
130286,Transmission Line,West,0,0.07,710773.793384,49754.16553688
130287,Transformer,West,1,0.94,1211766.7142,1139060.711348
130288,Transmission Line,South,0,0.075,897213.7269,67291.02951749999
130289,Switchgear,East,1,0.875,201825.025865,176596.897631875
130290,Circuit Breaker,Central,1,0.9,593762.9866,534386.68794
130291,Switchgear,North,0,0.16,64755.828680000006,10360.9325888
130292,Transmission Line,East,1,0.97,1183900.8494,1148383.8239179999
130293,Transmission Line,Central,1,0.95,975695.6943999999,926910.9096799999
130294,Transmission Line,East,1,0.785,682164.3003,535498.9757355
130295,Transmission Line,Central,0,0.165,552072.9518,91092.037047
130296,Transformer,Central,0,0.33,1123476.3851,370747.20708300004
130297,transformer,Central,0,0.045,523561.56149999995,23560.270267499996
130298,Transformer,North,1,0.825,1094152.0414,902675.4341549999
130299,Transmission Line,Central,0,0.255,720557.7712,183742.231656
130300,Switchgear,East,1,0.96,923047.559,886125.65664
130301,Circuit Breaker,Central,1,0.93,1067085.93681,992389.9212333001
130302,Transmission Line,South,1,0.95,538762.64695,511824.51460249996
130303,Substation,West,1,0.865,417999.57476,361569.6321674
130304,Substation,South,0,0.105,433812.07045,45550.26739725
130305,Circuit Breaker,North,0,0.07,464354.89772,32504.842840400004
130306,Transformer,East,1,0.965,1362687.753,1314993.681645
130307,Substation,East,0,0.09,206873.23765,18618.591388499997
130308,Transformer,East,1,0.86,638440.9879000001,549059.249594
130309,Transmission Line,North,1,0.915,97008.17771,88762.48260465001
130310,Transmission Line,South,0,0.125,1070880.1333,133860.0166625
130311,Circuit Breaker,East,1,0.49,1309340.6502,641576.918598
130312,Substation,East,0,0.12,1111006.018,133320.72215999998
130313,Switchgear,South,0,0.1,587336.3678,58733.63678
130314,Transformer,South,0,0.01,230967.99693000002,2309.6799693000003
130315,Circuit Breaker,West,0,0.005,744244.29674,3721.2214837
130316,Circuit Breaker,Central,1,0.99,695948.3143,688988.8311569999
130317,Circuit Breaker,West,0,0.0,866007.4951,0.0
130318,Transformer,Central,0,0.035,774099.0999,27093.468496500005
130319,Circuit Breaker,West,1,0.975,987271.9652,962590.1660699999
130320,Switchgear,Central,0,0.225,927180.1289,208615.5290025
130321,Circuit Breaker,North,0,0.11,518914.8607,57080.634677
130322,Transmission Line,North,0,0.035,916366.5856,32072.830496000002
130323,Transformer,North,0,0.03,906050.26193,27181.5078579
130324,Circuit Breaker,North,0,0.04,335393.55597,13415.7422388
130325,Substation,East,0,0.12,986295.3249,118355.438988
130326,Transformer,East,0,0.02,1086642.7418,21732.854836
130327,Transmission Line,North,0,0.055,1096584.3196,60312.137578
130328,Circuit Breaker,West,0,0.005,418047.23261,2090.23616305
130329,Substation,North,1,0.755,425870.08725,321531.91587375
130330,Transmission Line,West,0,0.21,920070.6916,193214.845236
130331,Switchgear,Central,1,0.93,724443.6599999999,673732.6037999999
130332,Transformer,West,0,0.285,806627.0395,229888.70625749996
130333,Switchgear,North,0,0.035,118118.46497999999,4134.1462743
130334,Transmission Line,North,1,0.88,923216.6628,812430.6632640001
130335,Substation,Central,0,0.02,804319.283,16086.385660000002
130336,Substation,Central,0,0.38,1124452.4611,427291.93521799997
130337,TRANSFORMER,East,1,0.99,506810.60864,501742.5025536
130338,Circuit Breaker,East,0,0.115,711687.75932,81844.0923218
130339,Transmission Line,Central,1,0.96,1397488.3711,1341588.836256
130340,Transformer,West,0,0.205,583923.6428,119704.346774
130341,Switchgear,South,0,0.055,454369.2388,24990.308134
130342,Circuit Breaker,South,1,0.89,573502.0114,510416.790146
130343,Circuit Breaker,North,0,0.165,926407.2326,152857.193379
130344,Transformer,East,1,0.785,1259034.1578,988341.813873
130345,Circuit Breaker,East,0,0.24,416494.64814,99958.71555359999
130346,Substation,Central,0,0.055,665000.3516,36575.019338000006
130347,Circuit Breaker,East,1,0.77,804945.4870500001,619808.0250285001
130348,Transformer,West,0,0.105,1090817.2014000001,114535.80614700001
130349,Switchgear,South,0,0.01,636986.885,6369.86885
130350,Transformer,North,1,0.915,719156.0534999999,658027.7889525
130351,Transmission Line,West,0,0.155,1188837.013,184269.737015
130352,Substation,South,0,0.05,1108849.2483,55442.46241500001
130353,TRANSFORMER,East,1,0.625,508972.2136,318107.6335
130354,Transmission Line,East,0,0.015,824911.8988,12373.678482
130355,Transformer,West,0,0.08,434039.89017,34723.1912136
130356,Circuit Breaker,South,1,0.67,193488.42681,129637.2459627
130357,Transmission Line,North,1,0.865,924987.5559,800114.2358535
130358,Transmission Line,North,1,0.57,810611.6477999999,462048.6392459999
130359,Transformer,South,1,0.86,940546.9678,808870.392308
130360,Substation,Central,1,0.95,390057.3137,370554.448015
130361,Substation,South,1,0.775,962318.4491999999,745796.79813
130362,Switchgear,East,1,0.99,1179994.5754,1168194.629646
130363,Substation,West,1,0.685,785127.49947,537812.3371369501
130364,Substation,West,0,0.055,1216627.1308,66914.49219399999
130365,Substation,South,0,0.575,73855.65312,42467.000543999995
130366,Substation,South,1,0.855,817824.881,699240.273255
130367,Transformer,South,0,0.01,692076.0675,6920.760675
130368,Switchgear,East,1,0.875,681364.5541,596193.9848374999
130369,Switchgear,West,1,0.935,1192707.597,1115181.6031950002
130370,Switchgear,North,1,0.945,991205.8203,936689.5001835
130371,Switchgear,East,0,0.09,745895.7715,67130.619435
130372,Substation,West,0,0.04,854394.4912,34175.779648
130373,Transmission Line,Central,1,0.435,984742.9117999999,428363.16663299996
130374,Transformer,East,0,0.035,1072905.3917,37551.688709500006
130375,Transmission Line,West,0,0.025,1156817.4435999999,28920.43609
130376,Circuit Breaker,East,0,0.105,563390.4977,59156.00225849999
130377,Transformer,North,0,0.315,1175892.9959,370406.2937085
130378,Substation,North,0,0.3,1201409.9049,360422.97147
130379,Transmission Line,Central,0,0.045,663354.0827,29850.9337215
130380,Substation,South,0,0.045,297898.58221,13405.436199450001
130381,Transformer,North,1,0.775,1063694.4801,824363.2220775001
130382,Transformer,West,0,0.23,646039.0723,148588.98662900002
130383,Circuit Breaker,Central,1,0.825,722903.7248,596395.5729599999
130384,Transmission Line,West,1,0.91,781860.6514000001,711493.1927740001
130385,Transmission Line,West,0,0.05,605680.9605,30284.048025000004
130386,Transmission Line,Central,0,0.03,880721.5817,26421.647450999997
130387,Switchgear,Central,0,0.19,644577.8233,122469.78642700001
130388,Circuit Breaker,West,0,0.035,403124.0558,14109.341953000001
130389,Transformer,South,1,0.605,467785.25990000006,283010.0822395
130390,transformer,Central,1,0.905,426419.0233,385909.21608650003
130391,Switchgear,West,0,0.3,566276.3696600001,169882.91089800003
130392,Circuit Breaker,North,1,0.915,955719.3864000001,874483.238556
130393,Transformer,East,1,0.965,852999.36898,823144.3910657
130394,Transmission Line,Central,1,0.925,1109075.6824,1025895.0062200001
130395,Substation,South,0,0.17,1221856.8499,207715.66448300003
130396,transformer,South,1,0.85,1063783.6105,904216.0689249999
130397,Substation,South,0,0.005,797259.5867,3986.2979335
130398,Circuit Breaker,East,0,0.12,1073653.3783999998,128838.40540799998
130399,Transmission Line,North,0,0.065,793903.8184,51603.748196
130400,Circuit Breaker,Central,0,0.06,730170.7716,43810.246296
130401,Substation,Central,0,0.17,1332596.9385000002,226541.47954500004
130402,Transformer,Central,1,0.96,661804.68147,635332.4942111999
130403,Transformer,West,1,0.73,887145.8063,647616.438599
130404,Substation,West,0,0.13,989750.0792,128667.51029600001
130405,Transformer,Central,0,0.02,1065835.8662999999,21316.717325999998
130406,Circuit Breaker,West,0,0.165,162168.3227,26757.7732455
130407,Transformer,South,0,0.055,667378.4159899999,36705.81287944999
130408,Substation,East,1,0.89,564971.9366,502825.02357400005
130409,Switchgear,West,0,0.14,1145838.1129,160417.33580600002
130410,Transmission Line,East,1,0.935,347218.30578999995,324649.11591364996
130411,Substation,North,0,0.615,360164.9165,221501.4236475
130412,Switchgear,West,0,0.24,1210532.0877,290527.701048
130413,Substation,Central,0,0.1,919857.2306,91985.72306
130414,Transmission Line,East,0,0.02,902290.3894,18045.807788000002
130415,Switchgear,West,1,0.875,365400.6961,319725.6090875
130416,Circuit Breaker,East,0,0.05,629685.7487,31484.287435000002
130417,Switchgear,West,1,0.87,1251499.0777999999,1088804.1976859998
130418,Transmission Line,Central,0,0.03,725123.1756,21753.695268
130419,Substation,North,0,0.105,298990.53347,31394.00601435
130420,Switchgear,East,0,0.03,549781.7914,16493.453741999998
130421,Substation,East,0,0.18,529182.482,95252.84675999999
130422,Transformer,South,1,0.905,689094.0604999999,623630.1247525
130423,Switchgear,South,0,0.14,1390159.1387,194622.27941800002
130424,Circuit Breaker,Central,1,0.915,1232142.5707999999,1127410.4522819999
130425,Switchgear,South,0,0.025,1173792.2434,29344.806085000004
130426,Transformer,West,0,0.195,448092.8472,87378.105204
130427,Circuit Breaker,East,0,0.175,919607.5396,160931.31943
130428,Switchgear,East,0,0.05,1167780.1603,58389.00801500001
130429,Substation,West,1,0.53,723889.91975,383661.6574675
130430,Transmission Line,East,1,0.895,1280597.0747,1146134.3818565
130431,Circuit Breaker,North,0,0.11,1176737.4688,129441.12156799999
130432,Transformer,South,0,0.15,450046.3414,67506.95121
130433,Switchgear,East,1,0.85,1230464.4168,1045894.75428
130434,Circuit Breaker,East,0,0.01,572592.4345,5725.924344999999
130435,Transformer,North,1,0.87,492459.0855,428439.404385
130436,Transformer,North,1,0.665,995282.3770000001,661862.780705
130437,Substation,East,0,0.16,1193156.4186,190905.026976
130438,Transformer,North,1,0.895,618486.1554,553545.1090830001
130439,Transformer,Central,0,0.085,898027.31661,76332.32191185
130440,Transformer,West,0,0.075,985916.112,73943.70839999999
130441,Circuit Breaker,East,1,0.845,1092742.8704,923367.7254879999
130442,Substation,East,0,0.02,1130181.2074,22603.624148
130443,Transformer,South,1,0.94,464312.15396,436453.42472239997
130444,Substation,North,1,0.795,311349.98011999996,247523.23419539997
130445,Circuit Breaker,West,0,0.19,755725.6303000001,143587.869757
130446,Circuit Breaker,North,0,0.01,727401.574,7274.015740000001
130447,Switchgear,North,0,0.475,957648.7250999999,454883.1444224999
130448,transformer,Central,1,0.975,935379.7194000001,911995.226415
130449,Substation,East,1,0.755,1167935.4556,881791.268978
130450,Transformer,North,0,0.025,618881.0923,15472.0273075
130451,Substation,North,0,0.155,666475.4558,103303.695649
130452,Transmission Line,West,0,0.3,1131012.2045,339303.66135
130453,Circuit Breaker,South,1,0.945,942089.1477,890274.2445764999
130454,Transmission Line,West,0,0.035,498520.2527,17448.2088445
130455,Transmission Line,West,1,0.84,369514.6255,310392.28542000003
130456,Substation,Central,0,0.06,990372.571346,59422.354280759995
130457,Transformer,North,0,0.185,1007539.464,186394.80084
130458,Circuit Breaker,Central,0,0.37,972758.7394999999,359920.733615
130459,Transformer,East,0,0.045,650707.9565300001,29281.858043850003
130460,Switchgear,Central,0,0.3,1154097.9361,346229.38083
130461,Substation,South,1,0.94,892053.2856000001,838530.088464
130462,Substation,East,1,0.775,573292.5345,444301.7142375
130463,Switchgear,North,1,0.08,938324.90703,75065.9925624
130464,Transmission Line,West,0,0.065,275378.59307,17899.60854955
130465,Transmission Line,South,1,0.96,171959.76512999999,165081.3745248
130466,Circuit Breaker,Central,0,0.02,485823.8299,9716.476598000001
130467,Transmission Line,Central,1,0.82,919164.4627,753714.859414
130468,Substation,North,0,0.02,548316.31039,10966.3262078
130469,Transmission Line,East,0,0.115,1239986.1696,142598.40950399998
130470,Transformer,East,0,0.02,661385.1693200001,13227.703386400002
130471,Substation,North,1,0.86,897275.7953,771657.183958
130472,Circuit Breaker,West,0,0.62,863451.6738,535340.037756
130473,Switchgear,West,0,0.14,1011169.7733,141563.76826200003
130474,Transmission Line,Central,0,0.185,1406184.4342,260144.120327
130475,Switchgear,East,1,0.935,1175201.8998,1098813.7763130001
130476,Transformer,North,0,0.04,504616.9237,20184.676948
130477,Circuit Breaker,South,1,0.835,591837.0318,494183.921553
130478,Substation,Central,0,0.53,1005003.1773999999,532651.684022
130479,Switchgear,Central,0,0.15,99743.36675,14961.5050125
130480,Transmission Line,East,0,0.195,739908.25907,144282.11051865
130481,Substation,North,0,0.04,358740.43932,14349.6175728
130482,Circuit Breaker,North,0,0.15,982853.0399,147427.95598499998
130483,Substation,East,1,0.515,132563.97763,68270.44847945
130484,Transmission Line,East,0,0.125,390142.02599999995,48767.753249999994
130485,Transmission Line,West,0,0.035,1160412.9092,40614.45182200001
130486,Circuit Breaker,South,1,0.81,803839.68842,651110.1476202001
130487,Circuit Breaker,East,0,0.145,706078.3105,102381.35502249999
130488,Substation,South,0,0.185,625048.5962,115633.99029700001
130489,Transmission Line,East,0,0.12,795377.6065,95445.31278
130490,Transformer,East,1,0.93,1023069.514,951454.64802
130491,Substation,Central,1,0.955,1307238.9857,1248413.2313435
130492,Transmission Line,North,0,0.04,886598.6784000001,35463.947136
130493,Transformer,East,0,0.005,618835.8555,3094.1792775
130494,Transformer,North,0,0.15,737145.5935,110571.839025
